"","TitleLong","Week","Title","Vote","Count"
"688"," [Black Dynamite (2009, 1:24)]","2021-08-02","BlackDynamite","I would NOT come to watch this film",3
"689"," [Black Swan (2010, 1:48)]","2021-11-08","BlackSwan","I would NOT come to watch this film",4
"690"," [Blade II (2002, 1:57)]","2020-10-12","BladeII","I would NOT come to watch this film",1
"691"," [Blast from the Past (1999, 1:52)]","2021-10-04","BlastFromThePast","I would NOT come to watch this film",8
"692"," [Blazing Saddles (1974, 1:33)]","2021-12-27","BlazingSaddles","I would NOT come to watch this film",1
"693"," [Blazing Saddles (1974, 1:33)]","2022-01-17","BlazingSaddles","I would NOT come to watch this film",6
"694"," [Blazing Saddles (1974, 1:33)]","2022-02-07","BlazingSaddles","I would NOT come to watch this film",6
"695"," [Blinded by the Light (2019, 1:58)]","2021-11-15","BlindedByTheLight","I would NOT come to watch this film",4
"696"," [Blinded by the Light (2019, 1:58)]","2021-11-22","BlindedByTheLight","I would NOT come to watch this film",4
"697"," [Blue Crush (2002, 1:44)]","2021-05-10","BlueCrush","I would NOT come to watch this film",3
"698"," [Blue Crush (2002, 1:44)]","2021-05-17","BlueCrush","I would NOT come to watch this film",5
"699"," [Bob.Ross.Happy.Accidents.Betrayal.and.Greed (2021)]","2021-09-13","BobRoss","I would NOT come to watch this film",0
"700"," [Boondock Saints (1999, 1:48)]","2021-04-26","BoondockSaints","I would NOT come to watch this film",4
"701"," [Bridesmaids (2011, 2:10)]","2020-09-28","Bridesmaids","I would NOT come to watch this film",4
"702"," [Bridesmaids (2011, 2:10)]","2021-11-15","Bridesmaids","I would NOT come to watch this film",5
"703"," [Bringing Up Baby (1938, 1:42)]","2021-11-08","BringingUpBaby","I would NOT come to watch this film",6
"704"," [Bubba Ho-Tep (2002, 1:36) -]","2021-02-22","Bubba Ho-Tep","I would NOT come to watch this film",3
"705"," [Bubba Ho-Tep (2002, 1:36)]","2021-02-01","BubbaHoTep","I would NOT come to watch this film",5
"706"," [Bubba Ho-Tep (2002, 1:36)]","2021-03-22","BubbaHoTep","I would NOT come to watch this film",3
"707"," [Butt Boy (2019, 1:39)]","2021-01-11","ButtBoy","I would NOT come to watch this film",8
"708"," [Cabin in the Woods (2011, 1:35)]","2021-11-01","CabinInTheWoods","I would NOT come to watch this film",3
"709"," [Cats (2019, 1:50)]","2020-12-07","Cats","I would NOT come to watch this film",4
"710"," [Catwoman (2004, 1:44)]","2021-01-11","Catwoman","I would NOT come to watch this film",7
"711"," [Cecil B. Demented (2000, 1:24)]","2022-01-24","CecilBDemented","I would NOT come to watch this film",2
"712"," [Cheech & Chong: Up In Smoke (1978, 1:26)]","2021-04-19","CheechAndChong","I would NOT come to watch this film",3
"713"," [Chicago (2002, 1:53)]","2021-12-13","Chicago","I would NOT come to watch this film",3
"714"," [Circus of Books (2016, 1:26)]","2021-07-05","CircusOfBooks","I would NOT come to watch this film",1
"715"," [Circus of Books (2019, 1:27)]","2021-08-16","CircusOfBooks","I would NOT come to watch this film",0
"716"," [Class Action Park (2020, 1:29)]","2021-08-16","ClassActionPark","I would NOT come to watch this film",2
"717"," [Class Action Park (2020, 2:01)]","2021-07-05","ClassActionPark","I would NOT come to watch this film",2
"718"," [Class.Action.Park (2020)]","2021-09-13","ClassActionPark","I would NOT come to watch this film",1
"719"," [Clue (1985, 1:37)]","2021-09-20","Clue","I would NOT come to watch this film",2
"720"," [Clueless (1995, 1:37)]","2021-09-27","Clueless","I would NOT come to watch this film",7
"721"," [Clueless (1995, 1:37)]","2021-10-04","Clueless","I would NOT come to watch this film",5
"722"," [Clueless (1995, 1:37)]","2021-10-11","Clueless","I would NOT come to watch this film",4
"723"," [Cold Comfort Farm (1995, 1:45)]","2021-11-22","ColdComfortFarm","I would NOT come to watch this film",3
"724"," [Come To Daddy (2019, 1:36)]","2021-11-29","ComeToDaddy","I would NOT come to watch this film",6
"725"," [Company (2011, 2:25)]","2021-07-19","Company","I would NOT come to watch this film",3
"726"," [Constantine (2005, 2:00)]","2021-02-15","Constantine","I would NOT come to watch this film",2
"727"," [Constantine (2005, 2:00)]","2021-02-22","Constantine","I would NOT come to watch this film",2
"728"," [Cookie (1989, 1:33)]","2022-01-31","Cookie","I would NOT come to watch this film",3
"729"," [Cookie (1989, 1:33)]","2022-02-07","Cookie","I would NOT come to watch this film",5
"730"," [Cooties (2014, 1:28)]","2021-11-29","Cooties","I would NOT come to watch this film",6
"731"," [Cooties (2014, 1:28)]","2021-12-06","Cooties","I would NOT come to watch this film",9
"732"," [Cornetto III: Did the World Even End Though (2013, 1:49)]","2021-03-15","C3DidTheWorldEvenEndTho","I would NOT come to watch this film",2
"733"," [Corrina Corrina (1994, 1:56)]","2020-11-16","CorrinaCorrina","I would NOT come to watch this film",6
"734"," [Corrina Corrina (1994, 1:56)]","2021-02-15","CorrinaCorrina","I would NOT come to watch this film",3
"735"," [Corvette Summer (1978, 1:45)]","2021-05-10","CorvetteSummer","I would NOT come to watch this film",4
"736"," [Cowboys and Aliens (2011, 2:15)]","2021-08-02","CowboysAndAliens","I would NOT come to watch this film",3
"737"," [Coyote Ugly (2002, 1:48)]","2021-09-27","CoyoteUgly","I would NOT come to watch this film",9
"738"," [Crawl (2019, 1:28)]","2021-12-06","Crawl","I would NOT come to watch this film",8
"739"," [Crocodile Dundee (1986, 1:38)]","2021-09-20","CrocodileDundee","I would NOT come to watch this film",5
"740"," [Cruel Intentions (1999, 1:37)]","2022-01-17","CruelIntentions","I would NOT come to watch this film",4
"741"," [Cruel Intentions (1999, 1:37)]","2022-02-07","CruelIntentions","I would NOT come to watch this film",7
"742"," [Cruella (2021, 2:14)]","2021-07-26","Cruella","I would NOT come to watch this film",0
"743"," [Cruella (2021, 2:14)]","2021-10-11","Cruella","I would NOT come to watch this film",2
"744"," [Cruella (2021, 2:14)]","2021-11-15","Cruella","I would NOT come to watch this film",3
"745"," [Cruella (2021, 2:14)]","2021-11-22","Cruella","I would NOT come to watch this film",2
"746"," [Cry Baby (1990, 1:25)]","2022-01-24","CryBaby","I would NOT come to watch this film",3
"747"," [Dark Star (1974, 1:23)]","2021-03-22","DarkStar","I would NOT come to watch this film",6
"748"," [David Byrne's American Utopia (2020, 1:45)]","2020-12-14","AmericanUtopia","I would NOT come to watch this film",12
"749"," [Dazed and Confused (1993, 2:00)]","2020-12-07","DazedAndConfused","I would NOT come to watch this film",6
"750"," [Death Becomes Her (1992, 1:43)]","2020-10-12","DeathBecomesHer","I would NOT come to watch this film",0
"751"," [Death Becomes Her (1992, 1:43)]","2020-10-19","DeathBecomesHer","I would NOT come to watch this film",1
"752"," [Deathgasam (2015, 1:26)]","2021-10-25","Deathgasm","I would NOT come to watch this film",4
"753"," [Deja Vu (2006, 2:07)]","2022-01-03","DejaVu","I would NOT come to watch this film",3
"754"," [Demolition Man (1993, 1:55)]","2020-11-16","DemolitionMan","I would NOT come to watch this film",6
"755"," [Demolition Man (1993, 1:55)]","2021-04-05","DemolitionMan","I would NOT come to watch this film",7
"756"," [Demolition Man (1993, 1:55)]","2021-09-06","DemolitionMan","I would NOT come to watch this film",5
"757"," [Desert Hearts (1985, 1:32)]","2021-01-25","DesertHearts","I would NOT come to watch this film",5
"758"," [Desert Hearts (1985, 1:32)]","2021-02-01","DesertHearts","I would NOT come to watch this film",5
"759"," [Desperate Living (1997, 1:31)]","2022-01-24","DesperateLiving","I would NOT come to watch this film",3
"760"," [Die Hard (1988, 2:12)]","2020-12-28","DieHard","I would NOT come to watch this film",2
"761"," [Die Hard 2D (1988, 2:12)]","2020-12-28","DieHard2D","I would NOT come to watch this film",2
"762"," [Die Hard but make it Christmas (1988, 2:12)]","2020-12-28","DieHardXmas","I would NOT come to watch this film",2
"763"," [Die Hard but make it spoopy (1988, 2:12)]","2020-12-28","DieHardSpoopy","I would NOT come to watch this film",0
"764"," [Die Hard but replace Hans Gruber with an opossum (1988, 2:12)]","2020-12-28","DieHardHansGruber","I would NOT come to watch this film",1
"765"," [Die Hard Die (1988, 2:12)]","2020-12-28","DieHardDie","I would NOT come to watch this film",3
"766"," [Dir Hard but make it Christmas AND spoopy (1988, 2:12)]","2020-12-28","DieHardXmasSpoop","I would NOT come to watch this film",1
"767"," [Dodgeball: A True Underdog Story (2004, 1:33)]","2021-04-19","Dodgeball","I would NOT come to watch this film",2
"768"," [Dodgeball: A True Underdog Story (2004, 1:33)]","2021-05-03","Dodgeball","I would NOT come to watch this film",4
"769"," [Dodgeball: A True Underdog Story (2004, 1:33)]","2021-05-17","Dodgeball","I would NOT come to watch this film",3
"770"," [Dodgeball: A True Underdog Story (2004, 1:33)]","2021-05-24","Dodgeball","I would NOT come to watch this film",3
"771"," [Dodgeball: A True Underdog Story (2004, 1:33)]","2021-05-31","Dodgeball","I would NOT come to watch this film",5
"772"," [Dogma (1999, 2:08)]","2020-11-30","Dogma","I would NOT come to watch this film",5
"773"," [Dogma (1999, 2:08)]","2021-01-04","Dogma","I would NOT come to watch this film",3
"774"," [Dogma (1999, 2:08)]","2022-01-17","Dogma","I would NOT come to watch this film",0
"775"," [Dolemite Is My Name (2019, 1:58)]","2021-08-02","Dolemite","I would NOT come to watch this film",3
"776"," [Dolemite Is My Name (2019, 1:58)]","2021-08-09","DolemiteIsMyName","I would NOT come to watch this film",3
"777"," [Drag Me To Hell (2009, 1:39)]","2021-10-25","DragMeToHell","I would NOT come to watch this film",4
"778"," [Dragonheart (1996, 1:43]","2021-07-12","Dragonheart","I would NOT come to watch this film",1
"779"," [Dredd (2012, 1:36)]","2020-11-30","Dredd","I would NOT come to watch this film",4
"780"," [Earth Girls are Easy (1988, 1:40)]","2021-08-09","EarthGirlsAreEasy","I would NOT come to watch this film",4
"781"," [Eddie the Eagle (2015, 1:46)]","2021-09-06","EddieTheEagle","I would NOT come to watch this film",7
"782"," [Edge of Tomorrow (2014, 1:53)]","2022-01-03","EdgeOfTmrw","I would NOT come to watch this film",3
"783"," [Elf (2003, 1:37)]","2021-12-20","Elf","I would NOT come to watch this film",2
"784"," [Empire Records (1995, 1:30)]","2020-11-23","EmpireRecords","I would NOT come to watch this film",1
"785"," [Escape from Pretoria (2020, 1:46)]","2021-11-29","EscapeFromPretoria","I would NOT come to watch this film",4
"786"," [F for Fake (1973, 1:29)]","2021-06-07","FForFake","I would NOT come to watch this film",4
"787"," [FAQ about Time Travel (2009, 1:23)]","2022-01-03","FAQAbtTimeTravel","I would NOT come to watch this film",4
"788"," [FAQ about Time Travel (2009, 1:23)]","2022-01-10","FAQTT","I would NOT come to watch this film",2
"789"," [Fast and the Furious (2001, 1:47)]","2020-10-05","FastandFurious","I would NOT come to watch this film",5
"790"," [Fast and the Furious (2001, 1:47)]","2020-11-02","FastAndFurious","I would NOT come to watch this film",5
"791"," [Female Trouble (1974, 1:38)]","2022-01-24","FemaleTrouble","I would NOT come to watch this film",2
"792"," [Frequently Asked Questions about Time Travel (2009, 1:22)]","2020-09-21","FAQaTT","I would NOT come to watch this film",2
"793"," [Frequently Asked Questions about Time Travel (2009, 1:22)]","2020-09-28"," FAQaTT","I would NOT come to watch this film",3
"794"," [Frequently Asked Questions about Time Travel (2009, 1:22)]","2020-10-19","FAQaTT","I would NOT come to watch this film",7
"795"," [Frequently Asked Questions about Time Travel (2009, 1:22)]","2022-02-07","FAQATT","I would NOT come to watch this film",4
"796"," [Fursonas (2016, 1:21)]","2021-07-05","Fursonas","I would NOT come to watch this film",0
"797"," [Get Shorty (1995, 1:45)]","2021-09-06","GetShorty","I would NOT come to watch this film",3
"798"," [Get Shorty (1995, 1:45)]","2021-11-15","GetShorty","I would NOT come to watch this film",2
"799"," [Ghostbusters (2016, 2:13)]","2020-09-28","Ghostbusters","I would NOT come to watch this film",1
"800"," [Ginger Snaps (2000, 1:48)]","2021-10-25","GingerSnaps","I would NOT come to watch this film",4
"801"," [Ginger Snaps (2000, 1:48)]","2021-11-01","GingerSnaps","I would NOT come to watch this film",4
"802"," [God Help the Girl (2014, 1:52)]","2021-07-19","GodHelpTheGirl","I would NOT come to watch this film",3
"803"," [Good Burger (1997, 1:35)]","2021-04-19","GoodBurger","I would NOT come to watch this film",4
"804"," [Grandma's Boy (2006, 1:35)]","2021-04-19","GrandmasBoy","I would NOT come to watch this film",4
"805"," [Gremlins (1984, 1:46)]","2021-12-20","Gremlins","I would NOT come to watch this film",2
"806"," [Gunpowder Milkshake (2021, 1:55)]","2021-10-18","GunpowderMilkshake","I would NOT come to watch this film",1
"807"," [Gunpowder Milkshake (2021, 1:55)]","2021-12-06","GunpowderMilkshake","I would NOT come to watch this film",4
"808"," [Gunpowder Milkshake (2021, 1:55)]","2021-12-13","GunpowderMilkshake","I would NOT come to watch this film",2
"809"," [Gunpowder Milkshake (2021, 1:55)]","2021-12-27","GunpowderMilkshake","I would NOT come to watch this film",0
