Column,TitleLong,Week,Title,Vote,Count,SpecialWeek,ExtraRow
1393," [Cruella (2021, 2:14)]",2021-07-26,Cruella,I would REALLY LIKE to watch this film,7,,
232," [Magic Mike XXL (2015, 1:55)]",2021-07-26,MagicMike,I do not love this film but would still show up,1,,
883," [Magic Mike XXL (2015, 1:55)]",2021-07-26,MagicMike,I would NOT come to watch this film,1,,
1534," [Magic Mike XXL (2015, 1:55)]",2021-07-26,MagicMike,I would REALLY LIKE to watch this film,10,,
278," [Phantom of the Paradise (1974, 1:32)]",2021-07-26,PhantomOfTheParadise,I do not love this film but would still show up,5,,
929," [Phantom of the Paradise (1974, 1:32)]",2021-07-26,PhantomOfTheParadise,I would NOT come to watch this film,2,,
1580," [Phantom of the Paradise (1974, 1:32)]",2021-07-26,PhantomOfTheParadise,I would REALLY LIKE to watch this film,5,,
379," [Stick It (2006, 1:43)]",2021-07-26,StickIt,I do not love this film but would still show up,5,,
1030," [Stick It (2006, 1:43)]",2021-07-26,StickIt,I would NOT come to watch this film,2,,
1681," [Stick It (2006, 1:43)]",2021-07-26,StickIt,I would REALLY LIKE to watch this film,5,,
391," [Tales from the Crypt: Demon Knight (1995, 1:32)]",2021-07-26,TalesFromTheCrypt,I do not love this film but would still show up,8,,
1042," [Tales from the Crypt: Demon Knight (1995, 1:32)]",2021-07-26,TalesFromTheCrypt,I would NOT come to watch this film,2,,
1693," [Tales from the Crypt: Demon Knight (1995, 1:32)]",2021-07-26,TalesFromTheCrypt,I would REALLY LIKE to watch this film,2,,
453," [The Muppets (2011, 1:43)]",2021-07-26,TheMuppets,I do not love this film but would still show up,5,,
1104," [The Muppets (2011, 1:43)]",2021-07-26,TheMuppets,I would NOT come to watch this film,2,,
1755," [The Muppets (2011, 1:43)]",2021-07-26,TheMuppets,I would REALLY LIKE to watch this film,5,,
460," [The Other Woman (2014, 1:49)]",2021-07-26,TheOtherWoman,I do not love this film but would still show up,4,,
1111," [The Other Woman (2014, 1:49)]",2021-07-26,TheOtherWoman,I would NOT come to watch this film,5,,
1762," [The Other Woman (2014, 1:49)]",2021-07-26,TheOtherWoman,I would REALLY LIKE to watch this film,3,,
37," [Black Dynamite (2009, 1:24)]",2021-08-02,BlackDynamite,I do not love this film but would still show up,5,,
688," [Black Dynamite (2009, 1:24)]",2021-08-02,BlackDynamite,I would NOT come to watch this film,3,,
1339," [Black Dynamite (2009, 1:24)]",2021-08-02,BlackDynamite,I would REALLY LIKE to watch this film,3,,
85," [Cowboys and Aliens (2011, 2:15)]",2021-08-02,CowboysAndAliens,I do not love this film but would still show up,4,,
736," [Cowboys and Aliens (2011, 2:15)]",2021-08-02,CowboysAndAliens,I would NOT come to watch this film,3,,
1387," [Cowboys and Aliens (2011, 2:15)]",2021-08-02,CowboysAndAliens,I would REALLY LIKE to watch this film,4,,
124," [Dolemite Is My Name (2019, 1:58)]",2021-08-02,Dolemite,I do not love this film but would still show up,2,,
775," [Dolemite Is My Name (2019, 1:58)]",2021-08-02,Dolemite,I would NOT come to watch this film,3,,
1426," [Dolemite Is My Name (2019, 1:58)]",2021-08-02,Dolemite,I would REALLY LIKE to watch this film,6,,
256," [Muppet Treasure Island (1996, 1:40)]",2021-08-02,MuppetTreasureIsland,I do not love this film but would still show up,4,,
907," [Muppet Treasure Island (1996, 1:40)]",2021-08-02,MuppetTreasureIsland,I would NOT come to watch this film,0,,
1558," [Muppet Treasure Island (1996, 1:40)]",2021-08-02,MuppetTreasureIsland,I would REALLY LIKE to watch this film,7,,
279," [Pig (2021, 1:32)]",2021-08-02,Pig,I do not love this film but would still show up,5,,
930," [Pig (2021, 1:32)]",2021-08-02,Pig,I would NOT come to watch this film,4,,
1581," [Pig (2021, 1:32)]",2021-08-02,Pig,I would REALLY LIKE to watch this film,2,,
511," [Turbo Kid (2015, 1:33)]",2021-08-02,TurboKid,I do not love this film but would still show up,3,,
1162," [Turbo Kid (2015, 1:33)]",2021-08-02,TurboKid,I would NOT come to watch this film,5,,
1813," [Turbo Kid (2015, 1:33)]",2021-08-02,TurboKid,I would REALLY LIKE to watch this film,3,,
516," [Undercover Brother (2002, 1:26)]",2021-08-02,UndercoverBrother,I do not love this film but would still show up,6,,
1167," [Undercover Brother (2002, 1:26)]",2021-08-02,UndercoverBrother,I would NOT come to watch this film,3,,
1818," [Undercover Brother (2002, 1:26)]",2021-08-02,UndercoverBrother,I would REALLY LIKE to watch this film,2,,
536," [Warm Bodies (2013, 1:38)]",2021-08-02,WarmBodies,I do not love this film but would still show up,7,,
1187," [Warm Bodies (2013, 1:38)]",2021-08-02,WarmBodies,I would NOT come to watch this film,3,,
1838," [Warm Bodies (2013, 1:38)]",2021-08-02,WarmBodies,I would REALLY LIKE to watch this film,1,,
125," [Dolemite Is My Name (2019, 1:58)]",2021-08-09,Dolemite,I do not love this film but would still show up,7,,
776," [Dolemite Is My Name (2019, 1:58)]",2021-08-09,Dolemite,I would NOT come to watch this film,3,,
1427," [Dolemite Is My Name (2019, 1:58)]",2021-08-09,Dolemite,I would REALLY LIKE to watch this film,1,,
129," [Earth Girls are Easy (1988, 1:40)]",2021-08-09,EarthGirlsAreEasy,I do not love this film but would still show up,3,,
780," [Earth Girls are Easy (1988, 1:40)]",2021-08-09,EarthGirlsAreEasy,I would NOT come to watch this film,4,,
1431," [Earth Girls are Easy (1988, 1:40)]",2021-08-09,EarthGirlsAreEasy,I would REALLY LIKE to watch this film,4,,
328," [Run Lola Run (1998, 1:20)]",2021-08-09,RunLolaRun,I do not love this film but would still show up,5,,
979," [Run Lola Run (1998, 1:20)]",2021-08-09,RunLolaRun,I would NOT come to watch this film,2,,
1630," [Run Lola Run (1998, 1:20)]",2021-08-09,RunLolaRun,I would REALLY LIKE to watch this film,4,,
360," [Sonic the Hedgehog (2020, 1:39)]",2021-08-09,SonicTheHedgehog,I do not love this film but would still show up,7,,
1011," [Sonic the Hedgehog (2020, 1:39)]",2021-08-09,SonicTheHedgehog,I would NOT come to watch this film,1,,
1662," [Sonic the Hedgehog (2020, 1:39)]",2021-08-09,SonicTheHedgehog,I would REALLY LIKE to watch this film,3,,
471," [The Sting (1973, 2:04)]",2021-08-09,TheSting,I do not love this film but would still show up,5,,
1122," [The Sting (1973, 2:04)]",2021-08-09,TheSting,I would NOT come to watch this film,4,,
1773," [The Sting (1973, 2:04)]",2021-08-09,TheSting,I would REALLY LIKE to watch this film,2,,
486," [They Live (1988, 1:34)]",2021-08-09,TheyLive,I do not love this film but would still show up,5,,
1137," [They Live (1988, 1:34)]",2021-08-09,TheyLive,I would NOT come to watch this film,5,,
1788," [They Live (1988, 1:34)]",2021-08-09,TheyLive,I would REALLY LIKE to watch this film,1,,
503," [Tremors (1990, 1:36)]",2021-08-09,Tremors,I do not love this film but would still show up,6,,
1154," [Tremors (1990, 1:36)]",2021-08-09,Tremors,I would NOT come to watch this film,2,,
1805," [Tremors (1990, 1:36)]",2021-08-09,Tremors,I would REALLY LIKE to watch this film,3,,
537," [Warm Bodies (2013, 1:38)]",2021-08-09,WarmBodies,I do not love this film but would still show up,6,,
1188," [Warm Bodies (2013, 1:38)]",2021-08-09,WarmBodies,I would NOT come to watch this film,3,,
1839," [Warm Bodies (2013, 1:38)]",2021-08-09,WarmBodies,I would REALLY LIKE to watch this film,2,,
24," [Beauty Day (2011, 1:32)]",2021-08-16,BeautyDay,I do not love this film but would still show up,5,documentaries,
675," [Beauty Day (2011, 1:32)]",2021-08-16,BeautyDay,I would NOT come to watch this film,3,documentaries,
1326," [Beauty Day (2011, 1:32)]",2021-08-16,BeautyDay,I would REALLY LIKE to watch this film,5,documentaries,
64," [Circus of Books (2016, 1:26)]",2021-08-16,CircusOfBooks,I do not love this film but would still show up,7,documentaries,
715," [Circus of Books (2016, 1:26)]",2021-08-16,CircusOfBooks,I would NOT come to watch this film,0,documentaries,
1366," [Circus of Books (2016, 1:26)]",2021-08-16,CircusOfBooks,I would REALLY LIKE to watch this film,6,documentaries,
65," [Class Action Park (2020, 1:29)]",2021-08-16,ClassActionPark,I do not love this film but would still show up,3,documentaries,
716," [Class Action Park (2020, 1:29)]",2021-08-16,ClassActionPark,I would NOT come to watch this film,2,documentaries,
1367," [Class Action Park (2020, 1:29)]",2021-08-16,ClassActionPark,I would REALLY LIKE to watch this film,8,documentaries,
169," [Have A Good Trip (2020, 1:26)]",2021-08-16,HaveAGoodTrip,I do not love this film but would still show up,6,documentaries,
820," [Have A Good Trip (2020, 1:26)]",2021-08-16,HaveAGoodTrip,I would NOT come to watch this film,4,documentaries,
1471," [Have A Good Trip (2020, 1:26)]",2021-08-16,HaveAGoodTrip,I would REALLY LIKE to watch this film,3,documentaries,
188," [Icarus (2017, 2:01)]",2021-08-16,Icarus,I do not love this film but would still show up,8,documentaries,
839," [Icarus (2017, 2:01)]",2021-08-16,Icarus,I would NOT come to watch this film,2,documentaries,
1490," [Icarus (2017, 2:01)]",2021-08-16,Icarus,I would REALLY LIKE to watch this film,3,documentaries,
311, [Recorder.The.Marian.Stokes.Project (2019)],2021-08-16,Recorder,I do not love this film but would still show up,7,documentaries,
962, [Recorder.The.Marian.Stokes.Project (2019)],2021-08-16,Recorder,I would NOT come to watch this film,2,documentaries,
1613, [Recorder.The.Marian.Stokes.Project (2019)],2021-08-16,Recorder,I would REALLY LIKE to watch this film,4,documentaries,
421," [The Dawn Wall (2017, 1:40)]",2021-08-16,TheDawnWall,I do not love this film but would still show up,5,documentaries,
1072," [The Dawn Wall (2017, 1:40)]",2021-08-16,TheDawnWall,I would NOT come to watch this film,2,documentaries,
1723," [The Dawn Wall (2017, 1:40)]",2021-08-16,TheDawnWall,I would REALLY LIKE to watch this film,6,documentaries,
424," [The Farthest (2017, 1:56)]",2021-08-16,TheFarthest,I do not love this film but would still show up,7,documentaries,
1075," [The Farthest (2017, 1:56)]",2021-08-16,TheFarthest,I would NOT come to watch this film,2,documentaries,
1726," [The Farthest (2017, 1:56)]",2021-08-16,TheFarthest,I would REALLY LIKE to watch this film,4,documentaries,
21," [Batman Forever (1995, 2:02)]",2021-08-23,BatmanForever,I do not love this film but would still show up,4,,
672," [Batman Forever (1995, 2:02)]",2021-08-23,BatmanForever,I would NOT come to watch this film,2,,
1323," [Batman Forever (1995, 2:02)]",2021-08-23,BatmanForever,I would REALLY LIKE to watch this film,11,,
180," [Howard The Duck (1986, 1:50)]",2021-08-23,HowardTheDuck,I do not love this film but would still show up,6,,
831," [Howard The Duck (1986, 1:50)]",2021-08-23,HowardTheDuck,I would NOT come to watch this film,8,,
1482," [Howard The Duck (1986, 1:50)]",2021-08-23,HowardTheDuck,I would REALLY LIKE to watch this film,3,,
263," [Night at the Museum (2006, 1:49)]",2021-08-23,NightAtTheMuseum,I do not love this film but would still show up,11,,
914," [Night at the Museum (2006, 1:49)]",2021-08-23,NightAtTheMuseum,I would NOT come to watch this film,2,,
1565," [Night at the Museum (2006, 1:49)]",2021-08-23,NightAtTheMuseum,I would REALLY LIKE to watch this film,4,,
298," [Power Rangers (2017, 2:04)]",2021-08-23,PowerRangers,I do not love this film but would still show up,5,,
949," [Power Rangers (2017, 2:04)]",2021-08-23,PowerRangers,I would NOT come to watch this film,4,,
1600," [Power Rangers (2017, 2:04)]",2021-08-23,PowerRangers,I would REALLY LIKE to watch this film,8,,
329," [Run Lola Run (1998, 1:20)]",2021-08-23,RunLolaRun,I do not love this film but would still show up,7,,
980," [Run Lola Run (1998, 1:20)]",2021-08-23,RunLolaRun,I would NOT come to watch this film,2,,
1631," [Run Lola Run (1998, 1:20)]",2021-08-23,RunLolaRun,I would REALLY LIKE to watch this film,8,,
467," [The Shape of Water (2017, 2:03)]",2021-08-23,ShapeOfWater,I do not love this film but would still show up,10,,
1118," [The Shape of Water (2017, 2:03)]",2021-08-23,ShapeOfWater,I would NOT come to watch this film,2,,
1769," [The Shape of Water (2017, 2:03)]",2021-08-23,ShapeOfWater,I would REALLY LIKE to watch this film,5,,
472," [The Suicide Squad (2021, 2:12)]",2021-08-23,SuicideSquad,I do not love this film but would still show up,5,,
1123," [The Suicide Squad (2021, 2:12)]",2021-08-23,SuicideSquad,I would NOT come to watch this film,2,,
1774," [The Suicide Squad (2021, 2:12)]",2021-08-23,SuicideSquad,I would REALLY LIKE to watch this film,10,,
517," [Underworld (2003, 2:14)]",2021-08-23,Underworld,I do not love this film but would still show up,9,,
1168," [Underworld (2003, 2:14)]",2021-08-23,Underworld,I would NOT come to watch this film,2,,
1819," [Underworld (2003, 2:14)]",2021-08-23,Underworld,I would REALLY LIKE to watch this film,6,,
22," [Batman Returns (1992, 2:03)]",2021-08-30,BatmanReturns,I do not love this film but would still show up,4,,
673," [Batman Returns (1992, 2:03)]",2021-08-30,BatmanReturns,I would NOT come to watch this film,1,,
1324," [Batman Returns (1992, 2:03)]",2021-08-30,BatmanReturns,I would REALLY LIKE to watch this film,13,,
36," [Birdman (2014, 1:59)]",2021-08-30,Birdman,I do not love this film but would still show up,7,,
687," [Birdman (2014, 1:59)]",2021-08-30,Birdman,I would NOT come to watch this film,8,,
1338," [Birdman (2014, 1:59)]",2021-08-30,Birdman,I would REALLY LIKE to watch this film,3,,
283," [Pirates of the Carribean (2003, 2:14)]",2021-08-30,PiratesOfTheC,I do not love this film but would still show up,7,,
934," [Pirates of the Carribean (2003, 2:14)]",2021-08-30,PiratesOfTheC,I would NOT come to watch this film,3,,
1585," [Pirates of the Carribean (2003, 2:14)]",2021-08-30,PiratesOfTheC,I would REALLY LIKE to watch this film,8,,
299," [Power Rangers (2017, 2:04)]",2021-08-30,PowerRangers,I do not love this film but would still show up,6,,
950," [Power Rangers (2017, 2:04)]",2021-08-30,PowerRangers,I would NOT come to watch this film,7,,
1601," [Power Rangers (2017, 2:04)]",2021-08-30,PowerRangers,I would REALLY LIKE to watch this film,5,,
330," [Run Lola Run (1998, 1:20)]",2021-08-30,RunLolaRun,I do not love this film but would still show up,6,,
981," [Run Lola Run (1998, 1:20)]",2021-08-30,RunLolaRun,I would NOT come to watch this film,5,,
1632," [Run Lola Run (1998, 1:20)]",2021-08-30,RunLolaRun,I would REALLY LIKE to watch this film,7,,
473," [The Suicide Squad (2021, 2:12)]",2021-08-30,SuicideSquad,I do not love this film but would still show up,7,,
1124," [The Suicide Squad (2021, 2:12)]",2021-08-30,SuicideSquad,I would NOT come to watch this film,3,,
1775," [The Suicide Squad (2021, 2:12)]",2021-08-30,SuicideSquad,I would REALLY LIKE to watch this film,8,,
427," [The Fugitive (1993, 2:10)]",2021-08-30,TheFugitive,I do not love this film but would still show up,9,,
1078," [The Fugitive (1993, 2:10)]",2021-08-30,TheFugitive,I would NOT come to watch this film,6,,
1729," [The Fugitive (1993, 2:10)]",2021-08-30,TheFugitive,I would REALLY LIKE to watch this film,3,,
496," [Top Gun (1986, 1:50)]",2021-08-30,TopGun,I do not love this film but would still show up,5,,
1147," [Top Gun (1986, 1:50)]",2021-08-30,TopGun,I would NOT come to watch this film,6,,
1798," [Top Gun (1986, 1:50)]",2021-08-30,TopGun,I would REALLY LIKE to watch this film,7,,
7," [Air Bud (1997, 1:37)]",2021-09-06,AirBud,I do not love this film but would still show up,9,,
658," [Air Bud (1997, 1:37)]",2021-09-06,AirBud,I would NOT come to watch this film,5,,
